latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,addressen
46.27203,127.83794,328.89,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.13,2.09,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.25798,127.74437,339.44,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.7,3.58,D,"Dagui Town, Mulan County, Harbin City, Heilongjiang Province"
46.29794,127.89696,341.36,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.23,4.05,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.19858,127.22242,343.4,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,278.49,4.69,D,"Xiji Town, Bayan County, Harbin City, Heilongjiang Province"
45.98771,125.92084,326.68,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.65,1.66,D,"Zhaodong Town, Zhaodong City, Suihua City, Heilongjiang Province"
46.31248,127.90278,333.88,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.57,2.65,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.30732,127.86823,331.45,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.38,2.43,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.19151,127.11128,326.56,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.32,1.72,D,"Xiji Town, Bayan County, Harbin City, Heilongjiang Province"
46.083,126.43289,328.65,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.74,1.91,D,"Mengjia Township, Hulan District, Harbin City, Heilongjiang Province"
46.31575,127.90176,329.25,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.11,2.56,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.31754,127.89087,330.22,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.3,3.16,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.2445,127.40864,346.8,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.95,15.16,D,"Huashan Township, Bayan County, Harbin City, Heilongjiang Province"
46.24374,127.40372,327.5,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.7,3.67,D,"Huashan Township, Bayan County, Harbin City, Heilongjiang Province"
46.24776,127.4076,346.05,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.71,26.88,D,"Huashan Township, Bayan County, Harbin City, Heilongjiang Province"
46.29744,127.71136,328.66,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,278.03,1.77,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.33135,127.89174,328.59,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.54,3.73,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.30917,127.7438,326.23,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,275.59,1.6,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.30248,127.69947,329.8,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.92,3.04,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.20336,127.0559,341.89,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.13,14.5,D,"Fengle Township, Bayan County, Harbin City, Heilongjiang Province"
46.33461,127.89073,325.84,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.14,2.09,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.32945,127.85619,330.67,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.48,2.43,D,"Xinmin Town, Mulan County, Harbin City, Heilongjiang Province"
46.19967,127.01066,330.38,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.13,1.51,D,"Kangjin Street, Hulan District, Harbin City, Heilongjiang Province"
45.7238,127.09944,330.92,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.66,2.48,D,"Ducetu Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
45.72303,127.09456,326.28,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.15,2.48,D,"Ducetu Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
45.39114,125.12424,331.49,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.03,3.42,D,"Sanjunman Mongolian Xibe Township, Fuyu City, Songyuan City, Jilin Province"
46.41562,132.25557,327.73,0.47,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,294.36,1.98,D,"Qingyuan Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.41494,132.24939,336.81,0.47,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,294.14,3.43,D,"Qingyuan Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.01132,129.0049,330.66,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.5,2.83,D,"Xiangshun Town, Tonghe County, Harbin City, Heilongjiang Province"
45.38163,125.05115,325.22,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,276.27,2.15,D,"Dawa Town, Ningjiang District, Songyuan City, Jilin Province"
45.74396,127.11852,332.72,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,268.79,2.43,D,"Ducetu Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
45.38023,124.96394,345.47,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.47,3.9,D,"Dawa Town, Ningjiang District, Songyuan City, Jilin Province"
45.39558,125.0297,332.74,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,280.5,3.84,D,"Dawa Town, Ningjiang District, Songyuan City, Jilin Province"
45.38358,124.96271,335.07,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.31,3.9,D,"Dawa Town, Ningjiang District, Songyuan City, Jilin Province"
46.45201,132.34903,325.33,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.67,1.27,D,"Jianshanzi Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.44521,132.2869,326.53,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.87,1.4,D,"Qingyuan Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.12607,129.56339,341.19,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,278.02,4.48,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
46.48494,132.4442,329.58,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.57,4.41,D,"Jianshanzi Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.1361,129.56059,325.58,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.84,2.65,D,"Jiangwan Town, Yilan County, Harbin City, Heilongjiang Province"
46.49183,132.40407,326.02,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,292.3,2.08,D,"Jianshanzi Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.79018,127.12922,345.19,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,273.68,8.89,D,"Ducetu Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
46.47034,132.11075,343.4,0.47,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,293.54,4.64,D,"Wuxiuqi Farm, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.43741,131.75914,348.29,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.6,5.03,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.43671,131.75316,340.72,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.67,5.03,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.44736,131.78149,327.41,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.45,2.16,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.95945,128.09995,329.18,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,282.24,1.98,D,"Mulan Town, Mulan County, Harbin City, Heilongjiang Province"
45.94187,127.98222,325.29,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.83,1.44,D,"Jixing Township, Mulan County, Harbin City, Heilongjiang Province"
46.43901,131.76198,327.22,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.98,3.43,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.43833,131.75595,346.82,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.83,3.43,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.44887,131.78435,337.21,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.9,5.6,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.4511,131.77148,327.78,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,287.08,3.66,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.45603,131.78267,329.49,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.29,2.59,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.45961,131.78181,333.39,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.76,2.59,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.18209,129.53354,330.67,0.4,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.35,2.61,D,"Dalianhe Town, Yilan County, Harbin City, Heilongjiang Province"
45.95344,127.92368,335.19,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.16,2.93,D,"Jixing Township, Mulan County, Harbin City, Heilongjiang Province"
46.46455,131.79292,332.17,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,285.7,6.18,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.46746,131.78615,349.31,0.46,0.39,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,290.27,6.18,D,"Qixing Baozhen, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.31887,125.17934,330.4,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,265.08,2.87,D,"Sanjunman Mongolian Xibe Township, Fuyu City, Songyuan City, Jilin Province"
46.34013,132.31174,339.37,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,289.66,6.98,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.33376,132.2878,349.01,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,291.72,6.41,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.3308,132.29482,337.95,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,287.97,3.62,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.32716,132.29565,327.45,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,289.81,3.62,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.26766,125.01205,336.31,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,268.76,6.59,D,"Dawa Town, Ningjiang District, Songyuan City, Jilin Province"
45.60509,127.04288,328.67,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,265.58,2.79,D,"Biaodian Subdistrict, Acheng District, Harbin City, Heilongjiang Province"
45.71125,128.43103,325.84,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,273.99,1.97,D,"Liutuan Town, Yanshou County, Harbin City, Heilongjiang Province"
45.19773,125.19797,328.03,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,266.19,3.82,D,"Yongping Township, Fuyu City, Songyuan City, Jilin Province"
45.19682,125.19286,338.42,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,267.53,3.82,D,"Yongping Township, Fuyu City, Songyuan City, Jilin Province"
45.20684,125.18929,346.75,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,267.29,11.23,D,"Yongping Township, Fuyu City, Songyuan City, Jilin Province"
46.31229,132.33069,339.01,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,286.16,4.04,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.24719,124.99741,343.69,0.41,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,266.81,6.89,D,"Shanyou Town, Ningjiang District, Songyuan City, Jilin Province"
46.29332,132.25925,326.95,0.47,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,283.33,5.74,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.29034,132.2662,334.11,0.47,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,284.65,3.75,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.29968,132.35243,342.04,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.02,4.05,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.29603,132.35321,335.92,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.72,4.05,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.83942,128.72992,337.55,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.9,3.44,D,"Fangzheng Town, Fangzheng County, Harbin City, Heilongjiang Province"
46.29572,132.38513,333.84,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.38,5.51,D,"Chaoyang Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.06271,130.41827,331.72,0.42,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.78,2.84,D,"Jixing Korean Manchu Township, Boli County, Qitaihe City, Heilongjiang Province"
46.29709,132.35466,335.43,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.69,5.31,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.06056,130.42131,345.13,0.42,0.37,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,281.14,5.18,D,"Jixing Korean Manchu Township, Boli County, Qitaihe City, Heilongjiang Province"
46.29622,132.38034,332.43,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,288.09,3.39,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.29692,132.38652,326.49,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,286.75,3.46,D,"Chaoyang Town, Baoqing County, Shuangyashan City, Heilongjiang Province"
46.27767,132.31485,334.24,0.48,0.4,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,286.72,3.64,D,"Wanjinshan Township, Baoqing County, Shuangyashan City, Heilongjiang Province"
45.77469,128.56111,325.52,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,274.91,2.99,D,"Faizheng Town, Fangzheng County, Harbin City, Heilongjiang Province"
45.55853,128.27486,329.87,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.12,2.34,D,"Yanshou Town, Yanshou County, Harbin City, Heilongjiang Province"
45.55526,128.27585,339.62,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.87,5.17,D,"Yanshou Town, Yanshou County, Harbin City, Heilongjiang Province"
45.55054,128.26709,325.73,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,267.02,2.49,D,"Yanshou Town, Yanshou County, Harbin City, Heilongjiang Province"
45.33829,126.93804,325.65,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,271.32,1.97,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.33801,126.979,328.75,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.41,3.17,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.31112,126.98259,331.81,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.44,3.01,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.31189,126.98743,337.27,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.78,3.01,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.48721,128.11607,336.88,0.38,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.44,3.74,D,"Yanshou County, Harbin City, Heilongjiang Province, Qingchuan County"
45.29494,126.96741,337.17,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,270.34,3.66,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.28202,126.95118,326.71,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.81,2.62,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.25864,126.91278,332.56,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.16,2.81,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.26074,126.96826,326.09,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,267.2,2.84,D,"Xinglong Township, Wuchang City, Harbin City, Heilongjiang Province"
45.24363,126.96868,333.02,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.48,3.09,D,"Bazi Township, Jihe Expressway, Wuchang City, Harbin City, Heilongjiang Province"
45.21474,126.87404,327.69,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,267.35,2.12,D,"Lalin Manchu Town, Wuchang City, Harbin City, Heilongjiang Province"
45.84786,131.3463,333.97,0.44,0.38,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,277.32,3.37,D,"Beixing Farm, Eggplant River District, Qitaihe City, Heilongjiang Province"
45.16508,126.69572,337.29,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,265.69,3.19,D,"Daling Town, Yushu City, Changchun City, Jilin Province"
45.15023,126.73135,326.65,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,269.18,2.55,D,"Daling Town, G202 (Heida Line), Yushu City, Changchun City, Jilin Province"
45.06675,126.80752,334.5,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,265.94,2.79,D,"Xinzhuang Town, Yushu City, Changchun City, Jilin Province"
45.07947,127.20543,342.83,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,273.2,3.76,D,"Changbao Township, Wuchang City, Harbin City, Heilongjiang Province"
45.02817,126.99332,327.13,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,268.36,2.11,D,"Sihe Town, Yushu City, Changchun City, Jilin Province"
45.00628,127.15513,325.45,0.39,0.36,2023/4/5 12:17,4:17,1,VIIRS NOAA-20,n,2.0NRT,265.48,1.63,D,"Anjia Town, Wuchang City, Harbin City, Heilongjiang Province"
46.37397,126.81274,342.55,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,285.58,3.58,D,"Lotus Town, Hulan District, Harbin City, Heilongjiang Province"
49.25768,127.06953,333.44,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,289.88,2.59,D,"Zhengyangshan Township, Sunwu County, Heihe City, Heilongjiang Province"
48.66214,124.17074,325.21,0.4,0.37,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,297.02,1.75,D,"Xiwartu Town, Inner Mongolia Autonomous Region Hulunbeier City Moli Dawa Daur Autonomous Banner"
48.62764,125.18324,327.28,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,293.98,0.6,D,"Kongguo Township, Nehe City, Qiqihar City, Heilongjiang Province"
48.63849,126.6352,328.14,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,287.45,1.34,D,"Longzhen, Yuanqu Road, Wudalianchi City, Heihe City, Heilongjiang Province"
48.28566,124.60926,341.13,0.4,0.37,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,283.1,10.22,D,"Liuhe Town, Nehe City, Qiqihar City, Heilongjiang Province"
46.63145,126.11138,325.66,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,285.74,1.54,D,"Zhigang Town, Qinggang County, Suihua City, Heilongjiang Province"
46.54827,125.63114,353.48,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,282.1,3.95,D,"Huoshishan Town, Anda City, Suihua City, Heilongjiang Province"
46.54911,125.63618,335.35,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,280.77,3.09,D,"Huoshishan Town, Anda City, Suihua City, Heilongjiang Province"
47.39595,131.74551,326.08,0.47,0.4,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,291.05,1.67,D,"Beishan Township, Suibin County, Hegang City, Heilongjiang Province"
47.37525,131.6935,333.93,0.47,0.39,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,293.16,4.11,D,"Suibin Farm, Suibin County, Hegang City, Heilongjiang Province"
48.26947,124.57641,331.07,0.4,0.37,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,286.77,2.33,D,"Liuhe Town, Nehe City, Qiqihar City, Heilongjiang Province"
48.13804,124.3549,325.43,0.4,0.37,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,284.68,1.54,D,"Dongyang Town, Gannan County, Qiqihar City, Heilongjiang Province"
45.79498,122.29337,326.51,0.49,0.4,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,295.81,1.73,D,"Wafang Town, Bainan City, Jilin Province"
46.64354,127.22242,333.35,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,279.19,2.22,D,"Tianzeng Town, Bayan County, Harbin City, Heilongjiang Province"
46.69981,127.61464,327.52,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,282.96,1.82,D,"Daluo Town, Qing 'an County, Suihua City, Heilongjiang Province"
46.633,127.22065,334.36,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,282.08,3.24,D,"Tianzeng Town, Bayan County, Harbin City, Heilongjiang Province"
46.62968,127.37746,326.04,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,287.02,1.41,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
46.61811,127.3241,333.76,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,285.87,3.88,D,"Tianzeng Town, Bayan County, Harbin City, Heilongjiang Province"
46.61333,127.31527,342.05,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,284.27,3.31,D,"Tianzeng Town, Bayan County, Harbin City, Heilongjiang Province"
46.61863,127.34988,332.71,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,288,2.04,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
46.61537,127.35093,328.92,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,287.1,2.04,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
46.54029,126.88979,331.82,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,290.39,2.59,D,"Baoshan Town, Beilin District, Suihua City, Heilongjiang Province"
46.61008,127.33939,336.15,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,289.69,19.21,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
46.6116,127.34927,338.85,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,290.13,5.37,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
46.16482,124.66986,337.49,0.41,0.37,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,291.74,4.46,D,"Xingshugang Town, Honggang District, Daqing City, Heilongjiang Province"
46.59696,127.27615,332.68,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,285.74,1.84,D,"Tianzeng Town, Bayan County, Harbin City, Heilongjiang Province"
46.43698,126.37216,345.83,0.39,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,291.07,4.37,D,"Linjiang Town, Lanxi County, Suihua City, Heilongjiang Province"
46.60487,127.43962,325.6,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,285.27,1.91,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
46.60312,127.45056,326.11,0.38,0.36,2023/4/5 12:19,4:19,1,VIIRS NOAA-20,n,2.0NRT,285.02,2.27,D,"Shanhou Township, Bayan County, Harbin City, Heilongjiang Province"
